row,original_id,field_name,original_value,varied_value,variation_type,entity_type,duplicate_id
175,b9561b91-70ee-4eed-9747-26eaf92272d9,email,diananavarro@healthcare.org,,omission,HealthcarePersonnel,Person176
175,b9561b91-70ee-4eed-9747-26eaf92272d9,knowsLanguage,de,German,Language Representation Change,Person,Person176
175,b9561b91-70ee-4eed-9747-26eaf92272d9,birthDate,1972-03-31,31-03-1972,Birth Date Format Change,Person,Person176
176,d564aef7-fc0e-4f15-97be-e0fb6eb8726a,jobTitle,Trauma Surgeon,,omission,HealthcarePersonnel,Person177
176,d564aef7-fc0e-4f15-97be-e0fb6eb8726a,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person177
176,d564aef7-fc0e-4f15-97be-e0fb6eb8726a,personName,William Collins,Collins William,Name Order Change,Person,Person177
177,a91faeca-4667-4c49-93fc-3803bb181a97,jobTitle,Urology Nurse,,omission,HealthcarePersonnel,Person178
178,f8c93b8b-1b24-4427-a624-7c06e63eebbc,birthDate,1979-07-06,,omission,Person,Person179
178,f8c93b8b-1b24-4427-a624-7c06e63eebbc,personName,Michelle Castro,Castro Michelle,Name Order Change,Person,Person179
178,f8c93b8b-1b24-4427-a624-7c06e63eebbc,knowsLanguage,de,German,Language Representation Change,Person,Person179
178,f8c93b8b-1b24-4427-a624-7c06e63eebbc,birthDate,1979-07-06,06-07-1979,Birth Date Format Change,Person,Person179
179,e97d01e6-31e1-47c8-a80e-6a52f6c921e2,birthDate,1966-03-04,04-03-1966,Birth Date Format Change,Person,Person180
179,e97d01e6-31e1-47c8-a80e-6a52f6c921e2,knowsLanguage,et,,omission,Person,Person180
180,82b9cb52-d628-4823-b5df-72c76a6ea189,knowsLanguage,et,,omission,Person,Person181
181,b383854d-627f-4c49-857f-af3a7efb31c7,email,jonathandavidson@healthcare.org,jonathandavydson@healthcare.org,Email Typo,HealthcarePersonnel,Person182
181,b383854d-627f-4c49-857f-af3a7efb31c7,jobTitle,Dialysis Nurse,Dialysis Nruse,Job Title Typo,HealthcarePersonnel,Person182
181,b383854d-627f-4c49-857f-af3a7efb31c7,birthDate,1960-12-06,,omission,Person,Person182
182,1c0bab15-4f11-4e03-91f2-c42efd7f0f5b,jobTitle,ER Nurse,ER Nusre,Job Title Typo,HealthcarePersonnel,Person183
182,1c0bab15-4f11-4e03-91f2-c42efd7f0f5b,birthDate,1993-03-25,,omission,Person,Person183
183,f893379e-9180-4d4e-8bd4-13492fa1b02d,personName,Brian Lopez,Lopez Brian,Name Order Change,Person,Person184
183,f893379e-9180-4d4e-8bd4-13492fa1b02d,email,brianlopez@healthcare.org,,omission,HealthcarePersonnel,Person184
183,f893379e-9180-4d4e-8bd4-13492fa1b02d,email,brianlopez@healthcare.org,briknlopez@healthcare.org,Email Typo,HealthcarePersonnel,Person184
183,f893379e-9180-4d4e-8bd4-13492fa1b02d,knowsLanguage,de,German,Language Representation Change,Person,Person184
183,f893379e-9180-4d4e-8bd4-13492fa1b02d,birthDate,1993-06-21,21-06-1993,Birth Date Format Change,Person,Person184
184,751a832e-a18d-458f-92da-f95899b05523,knowsLanguage,et,,omission,Person,Person185
184,751a832e-a18d-458f-92da-f95899b05523,birthDate,1975-01-11,11-01-1975,Birth Date Format Change,Person,Person185
184,751a832e-a18d-458f-92da-f95899b05523,personName,Robert Anderson,Anderson Robert,Name Order Change,Person,Person185
185,2fcfe28f-f1b3-49d4-bb3e-3eca2f4f1fe0,birthDate,1962-07-13,13-07-1962,Birth Date Format Change,Person,Person186
185,2fcfe28f-f1b3-49d4-bb3e-3eca2f4f1fe0,knowsLanguage,de,German,Language Representation Change,Person,Person186
185,2fcfe28f-f1b3-49d4-bb3e-3eca2f4f1fe0,personName,Melissa Jordan,Jordan Melissa,Name Order Change,Person,Person186
185,2fcfe28f-f1b3-49d4-bb3e-3eca2f4f1fe0,knowsLanguage,de,,omission,Person,Person186
186,36b52bde-08bd-4713-b044-e72f88d4005e,birthDate,1981-04-12,12-04-1981,Birth Date Format Change,Person,Person187
186,36b52bde-08bd-4713-b044-e72f88d4005e,personName,Michaela Jones,Jones Michaela,Name Order Change,Person,Person187
186,36b52bde-08bd-4713-b044-e72f88d4005e,email,michaelajones@healthcare.org,michaqlajones@healthcare.org,Email Typo,HealthcarePersonnel,Person187
186,36b52bde-08bd-4713-b044-e72f88d4005e,knowsLanguage,de,German,Language Representation Change,Person,Person187
186,36b52bde-08bd-4713-b044-e72f88d4005e,knowsLanguage,de,,omission,Person,Person187
187,458b382a-39be-4490-bc38-47f2303c6066,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person188
187,458b382a-39be-4490-bc38-47f2303c6066,jobTitle,Midwife,,omission,HealthcarePersonnel,Person188
187,458b382a-39be-4490-bc38-47f2303c6066,birthDate,1986-05-09,09-05-1986,Birth Date Format Change,Person,Person188
187,458b382a-39be-4490-bc38-47f2303c6066,personName,Kenneth Thompson,K. Thompson,Name Abbreviation,Person,Person188
188,86268bc5-fb1d-4776-9d90-f14f901173ff,birthDate,1986-01-22,22-01-1986,Birth Date Format Change,Person,Person189
188,86268bc5-fb1d-4776-9d90-f14f901173ff,personName,Ashley Meyers,A. Meyers,Name Abbreviation,Person,Person189
188,86268bc5-fb1d-4776-9d90-f14f901173ff,email,ashleymeyers@healthcare.org,ashleymepers@healthcare.org,Email Typo,HealthcarePersonnel,Person189
188,86268bc5-fb1d-4776-9d90-f14f901173ff,email,ashleymeyers@healthcare.org,,omission,HealthcarePersonnel,Person189
189,e32873d3-af2b-4a60-baa1-fb842bfea4d7,email,briannamendez@healthcare.org,,omission,HealthcarePersonnel,Person190
190,33e732ba-a98f-4794-a008-e092515945b3,email,cameronhawkins@healthcare.org,camerpnhawkins@healthcare.org,Email Typo,HealthcarePersonnel,Person191
190,33e732ba-a98f-4794-a008-e092515945b3,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person191
190,33e732ba-a98f-4794-a008-e092515945b3,birthDate,1978-07-22,22-07-1978,Birth Date Format Change,Person,Person191
190,33e732ba-a98f-4794-a008-e092515945b3,jobTitle,Epidemiologist,Epidemioloigst,Job Title Typo,HealthcarePersonnel,Person191
190,33e732ba-a98f-4794-a008-e092515945b3,personName,Cameron Hawkins,Hawkins Cameron,Name Order Change,Person,Person191
190,33e732ba-a98f-4794-a008-e092515945b3,birthDate,1978-07-22,,omission,Person,Person191
191,fab3cd59-0b37-4e56-b7d4-f87e53a9917f,birthDate,1977-11-03,,omission,Person,Person192
191,fab3cd59-0b37-4e56-b7d4-f87e53a9917f,email,amyrogers@healthcare.org,amyoogers@healthcare.org,Email Typo,HealthcarePersonnel,Person192
192,beac3189-6da6-4651-8d70-61fc858f12c1,email,sheilaortiz@healthcare.org,,omission,HealthcarePersonnel,Person193
192,beac3189-6da6-4651-8d70-61fc858f12c1,personName,Sheila Ortiz,S. Ortiz,Name Abbreviation,Person,Person193
192,beac3189-6da6-4651-8d70-61fc858f12c1,birthDate,1985-06-20,20-06-1985,Birth Date Format Change,Person,Person193
192,beac3189-6da6-4651-8d70-61fc858f12c1,knowsLanguage,de,German,Language Representation Change,Person,Person193
193,d309e0ab-6c1e-431b-9592-fc8533d03dbb,birthDate,1974-12-03,,omission,Person,Person194
194,08ef284a-0e85-4205-b4ca-9e2a159101f7,email,luisatkinson@healthcare.org,luisatxinson@healthcare.org,Email Typo,HealthcarePersonnel,Person195
194,08ef284a-0e85-4205-b4ca-9e2a159101f7,email,luisatkinson@healthcare.org,,omission,HealthcarePersonnel,Person195
195,6f4c5ed5-dac1-442b-8060-84594b9dc20f,birthDate,1985-08-24,,omission,Person,Person196
195,6f4c5ed5-dac1-442b-8060-84594b9dc20f,birthDate,1985-08-24,24-08-1985,Birth Date Format Change,Person,Person196
195,6f4c5ed5-dac1-442b-8060-84594b9dc20f,personName,Breanna Mitchell,B. Mitchell,Name Abbreviation,Person,Person196
196,6bd42d41-e42d-4aa8-9acc-d45a68bb4d78,email,debragreene@healthcare.org,,omission,HealthcarePersonnel,Person197
197,9f332e1e-2c05-4670-bfba-2aaf70cd4299,knowsLanguage,de,,omission,Person,Person198
198,6dc67412-1ea0-4961-af0e-0403b33c8fd9,email,richardespinoza@healthcare.org,,omission,HealthcarePersonnel,Person199
198,6dc67412-1ea0-4961-af0e-0403b33c8fd9,personName,Richard Espinoza,R. Espinoza,Name Abbreviation,Person,Person199
198,6dc67412-1ea0-4961-af0e-0403b33c8fd9,birthDate,1959-10-28,28-10-1959,Birth Date Format Change,Person,Person199
199,259ef6d7-908b-4a78-9fa6-484d73eed27b,email,kathryngriffin@healthcare.org,,omission,HealthcarePersonnel,Person200
200,868a4d2e-81a8-4afa-b125-1f9b62639aad,birthDate,1973-11-19,,omission,Person,Person201
200,868a4d2e-81a8-4afa-b125-1f9b62639aad,jobTitle,Registered Nurse,Rgeistered Nurse,Job Title Typo,HealthcarePersonnel,Person201
200,868a4d2e-81a8-4afa-b125-1f9b62639aad,email,jasminewells@healthcare.org,jasmanewells@healthcare.org,Email Typo,HealthcarePersonnel,Person201
201,f10fb7ea-a337-4c22-bf81-129d7d9660bf,personName,Jessica Farrell,Farrell Jessica,Name Order Change,Person,Person202
201,f10fb7ea-a337-4c22-bf81-129d7d9660bf,birthDate,1984-09-17,17-09-1984,Birth Date Format Change,Person,Person202
201,f10fb7ea-a337-4c22-bf81-129d7d9660bf,knowsLanguage,de,German,Language Representation Change,Person,Person202
201,f10fb7ea-a337-4c22-bf81-129d7d9660bf,jobTitle,Cytotechnologist,Cytotechnolgoist,Job Title Typo,HealthcarePersonnel,Person202
201,f10fb7ea-a337-4c22-bf81-129d7d9660bf,birthDate,1984-09-17,,omission,Person,Person202
202,f168e8c8-f08d-4031-99d9-84c3d23e8189,email,alisonyoung@healthcare.org,,omission,HealthcarePersonnel,Person203
202,f168e8c8-f08d-4031-99d9-84c3d23e8189,birthDate,2000-01-30,30-01-2000,Birth Date Format Change,Person,Person203
202,f168e8c8-f08d-4031-99d9-84c3d23e8189,personName,Alison Young,Young Alison,Name Order Change,Person,Person203
203,d06d6dc1-b345-4ecc-bddd-cc9fd559b1d4,email,heathergardner@healthcare.org,,omission,HealthcarePersonnel,Person204
204,dfd26ce8-5727-40df-a225-5a905d05a6b0,birthDate,1989-01-05,,omission,Person,Person205
205,6c40e980-8c84-4bde-be25-cf2f1c029e94,personName,Judy King,King Judy,Name Order Change,Person,Person206
205,6c40e980-8c84-4bde-be25-cf2f1c029e94,email,judyking@healthcare.org,,omission,HealthcarePersonnel,Person206
205,6c40e980-8c84-4bde-be25-cf2f1c029e94,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person206
205,6c40e980-8c84-4bde-be25-cf2f1c029e94,birthDate,1998-09-21,21-09-1998,Birth Date Format Change,Person,Person206
206,5b400d5c-9ced-4b4d-94c5-6d61001cfd71,personName,Patricia Mckenzie,P. Mckenzie,Name Abbreviation,Person,Person207
206,5b400d5c-9ced-4b4d-94c5-6d61001cfd71,knowsLanguage,de,,omission,Person,Person207
206,5b400d5c-9ced-4b4d-94c5-6d61001cfd71,knowsLanguage,de,German,Language Representation Change,Person,Person207
207,2a35b008-eaca-499b-9daf-1a12db19a9b5,jobTitle,Dental Hygienist,,omission,HealthcarePersonnel,Person208
208,03b08689-1357-4ea1-8cfe-cbc12dcfea01,birthDate,1992-08-25,,omission,Person,Person209
209,8e2fb404-5dda-433f-ab6f-12797f776986,birthDate,1966-05-15,,omission,Person,Person210
209,8e2fb404-5dda-433f-ab6f-12797f776986,birthDate,1966-05-15,15-05-1966,Birth Date Format Change,Person,Person210
209,8e2fb404-5dda-433f-ab6f-12797f776986,personName,Laura Cooke,Cooke Laura,Name Order Change,Person,Person210
210,7e42990d-ed1d-4d83-8191-2a676304b6a9,jobTitle,Licensed Practical Nurse,Licensed Practical uNrse,Job Title Typo,HealthcarePersonnel,Person211
210,7e42990d-ed1d-4d83-8191-2a676304b6a9,knowsLanguage,de,,omission,Person,Person211
210,7e42990d-ed1d-4d83-8191-2a676304b6a9,email,timothyho@healthcare.org,tvmothyho@healthcare.org,Email Typo,HealthcarePersonnel,Person211
211,6ca14c64-01d2-42bf-a7f5-7b9a6a0e752e,knowsLanguage,de,,omission,Person,Person212
212,2c099e1a-803d-47cb-ad37-eef037ab02a9,knowsLanguage,de,German,Language Representation Change,Person,Person213
212,2c099e1a-803d-47cb-ad37-eef037ab02a9,birthDate,1962-05-06,,omission,Person,Person213
212,2c099e1a-803d-47cb-ad37-eef037ab02a9,jobTitle,Community Outreach Specialist,Communit yOutreach Specialist,Job Title Typo,HealthcarePersonnel,Person213
212,2c099e1a-803d-47cb-ad37-eef037ab02a9,personName,Gabriel Hunt,G. Hunt,Name Abbreviation,Person,Person213
212,2c099e1a-803d-47cb-ad37-eef037ab02a9,birthDate,1962-05-06,06-05-1962,Birth Date Format Change,Person,Person213
212,2c099e1a-803d-47cb-ad37-eef037ab02a9,email,gabrielhunt@healthcare.org,gabriewhunt@healthcare.org,Email Typo,HealthcarePersonnel,Person213
213,f5bfd913-72d1-4af0-a2a5-f0cb9fd9572a,personName,Dr. Angela Cruz DVM,D. Angela Cruz DVM,Name Abbreviation,Person,Person214
213,f5bfd913-72d1-4af0-a2a5-f0cb9fd9572a,email,drangelacruzdvm@healthcare.org,,omission,HealthcarePersonnel,Person214
213,f5bfd913-72d1-4af0-a2a5-f0cb9fd9572a,jobTitle,Physical Therapy Assistant,Physical TherapyA ssistant,Job Title Typo,HealthcarePersonnel,Person214
214,203fb98a-a752-41de-9966-323ddeb26469,personName,Michael Paul,M. Paul,Name Abbreviation,Person,Person215
214,203fb98a-a752-41de-9966-323ddeb26469,email,michaelpaul@healthcare.org,michaelpaml@healthcare.org,Email Typo,HealthcarePersonnel,Person215
214,203fb98a-a752-41de-9966-323ddeb26469,birthDate,1997-09-12,12-09-1997,Birth Date Format Change,Person,Person215
214,203fb98a-a752-41de-9966-323ddeb26469,knowsLanguage,nl,,omission,Person,Person215
214,203fb98a-a752-41de-9966-323ddeb26469,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person215
215,1dc1d806-6dda-4c9e-a391-cffa15ae14f2,knowsLanguage,nl,,omission,Person,Person216
215,1dc1d806-6dda-4c9e-a391-cffa15ae14f2,email,coleprice@healthcare.org,coloprice@healthcare.org,Email Typo,HealthcarePersonnel,Person216
215,1dc1d806-6dda-4c9e-a391-cffa15ae14f2,personName,Cole Price,Price Cole,Name Order Change,Person,Person216
215,1dc1d806-6dda-4c9e-a391-cffa15ae14f2,jobTitle,Renal Dietitian,Renal iDetitian,Job Title Typo,HealthcarePersonnel,Person216
215,1dc1d806-6dda-4c9e-a391-cffa15ae14f2,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person216
216,6e811100-81d8-4c78-a5ac-f63222750abb,birthDate,1970-12-27,27-12-1970,Birth Date Format Change,Person,Person217
216,6e811100-81d8-4c78-a5ac-f63222750abb,personName,Barbara White,White Barbara,Name Order Change,Person,Person217
216,6e811100-81d8-4c78-a5ac-f63222750abb,email,barbarawhite@healthcare.org,,omission,HealthcarePersonnel,Person217
217,35643c30-a542-46f0-9593-4d23d33c1060,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person218
217,35643c30-a542-46f0-9593-4d23d33c1060,birthDate,1992-06-29,,omission,Person,Person218
217,35643c30-a542-46f0-9593-4d23d33c1060,birthDate,1992-06-29,29-06-1992,Birth Date Format Change,Person,Person218
217,35643c30-a542-46f0-9593-4d23d33c1060,personName,Mathew Gomez,M. Gomez,Name Abbreviation,Person,Person218
218,566e18b8-3dd8-4aec-a2e3-f9a2c522467c,birthDate,1984-02-16,,omission,Person,Person219
218,566e18b8-3dd8-4aec-a2e3-f9a2c522467c,personName,Adrian Ramirez,Ramirez Adrian,Name Order Change,Person,Person219
218,566e18b8-3dd8-4aec-a2e3-f9a2c522467c,knowsLanguage,de,German,Language Representation Change,Person,Person219
219,87e3fd95-95b7-4df7-a6cd-99b7249f31b8,birthDate,1994-12-22,22-12-1994,Birth Date Format Change,Person,Person220
219,87e3fd95-95b7-4df7-a6cd-99b7249f31b8,personName,Lindsey Watts,Watts Lindsey,Name Order Change,Person,Person220
219,87e3fd95-95b7-4df7-a6cd-99b7249f31b8,birthDate,1994-12-22,,omission,Person,Person220
220,ab31993c-1359-40ef-b49a-a8bb1e84405d,email,terryball@healthcare.org,,omission,HealthcarePersonnel,Person221
221,6f8c9548-7e55-4ca6-89f5-86d2468e9a21,jobTitle,Cardiologist,Cardiologits,Job Title Typo,HealthcarePersonnel,Person222
221,6f8c9548-7e55-4ca6-89f5-86d2468e9a21,email,amandafowler@healthcare.org,amyndafowler@healthcare.org,Email Typo,HealthcarePersonnel,Person222
221,6f8c9548-7e55-4ca6-89f5-86d2468e9a21,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person222
221,6f8c9548-7e55-4ca6-89f5-86d2468e9a21,birthDate,1974-09-11,11-09-1974,Birth Date Format Change,Person,Person222
221,6f8c9548-7e55-4ca6-89f5-86d2468e9a21,jobTitle,Cardiologist,,omission,HealthcarePersonnel,Person222
221,6f8c9548-7e55-4ca6-89f5-86d2468e9a21,personName,Amanda Fowler,Fowler Amanda,Name Order Change,Person,Person222
222,1e163ece-a389-486d-8bf6-729c1046e73e,knowsLanguage,nl,,omission,Person,Person223
222,1e163ece-a389-486d-8bf6-729c1046e73e,email,laurenleon@healthcare.org,laurenlexn@healthcare.org,Email Typo,HealthcarePersonnel,Person223
223,37205b7e-b84a-43d8-98ba-e9730b19f5b2,knowsLanguage,de,,omission,Person,Person224
223,37205b7e-b84a-43d8-98ba-e9730b19f5b2,email,donnaharrington@healthcare.org,donnaharringvon@healthcare.org,Email Typo,HealthcarePersonnel,Person224
223,37205b7e-b84a-43d8-98ba-e9730b19f5b2,jobTitle,Dialysis Nurse,Diaylsis Nurse,Job Title Typo,HealthcarePersonnel,Person224
224,11a4e0a9-f52a-4dbe-8279-1be8bbee3ce8,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person225
224,11a4e0a9-f52a-4dbe-8279-1be8bbee3ce8,personName,Bethany Matthews,Matthews Bethany,Name Order Change,Person,Person225
224,11a4e0a9-f52a-4dbe-8279-1be8bbee3ce8,jobTitle,Community Outreach Specialist,Community Outreach Speciqlist,Job Title Typo,HealthcarePersonnel,Person225
224,11a4e0a9-f52a-4dbe-8279-1be8bbee3ce8,birthDate,1979-12-27,27-12-1979,Birth Date Format Change,Person,Person225
224,11a4e0a9-f52a-4dbe-8279-1be8bbee3ce8,jobTitle,Community Outreach Specialist,,omission,HealthcarePersonnel,Person225
225,c626b633-d85f-4218-9c15-0c53edeae4ce,birthDate,1993-09-28,28-09-1993,Birth Date Format Change,Person,Person226
225,c626b633-d85f-4218-9c15-0c53edeae4ce,personName,Nicole Dean,Dean Nicole,Name Order Change,Person,Person226
225,c626b633-d85f-4218-9c15-0c53edeae4ce,jobTitle,Cardiac Nurse,,omission,HealthcarePersonnel,Person226
225,c626b633-d85f-4218-9c15-0c53edeae4ce,jobTitle,Cardiac Nurse,Cardiac Numse,Job Title Typo,HealthcarePersonnel,Person226
226,34546089-3771-401d-919d-5e65639d631e,email,lindacunningham@healthcare.org,liidacunningham@healthcare.org,Email Typo,HealthcarePersonnel,Person227
226,34546089-3771-401d-919d-5e65639d631e,personName,Linda Cunningham,Cunningham Linda,Name Order Change,Person,Person227
226,34546089-3771-401d-919d-5e65639d631e,birthDate,1995-10-28,28-10-1995,Birth Date Format Change,Person,Person227
226,34546089-3771-401d-919d-5e65639d631e,birthDate,1995-10-28,,omission,Person,Person227
226,34546089-3771-401d-919d-5e65639d631e,jobTitle,Child Life Specialist,Child Life Spceialist,Job Title Typo,HealthcarePersonnel,Person227
227,cbc4740f-18f4-4db9-96b1-ce90ee75e67b,knowsLanguage,de,German,Language Representation Change,Person,Person228
227,cbc4740f-18f4-4db9-96b1-ce90ee75e67b,knowsLanguage,de,,omission,Person,Person228
227,cbc4740f-18f4-4db9-96b1-ce90ee75e67b,email,missalyssasimmons@healthcare.org,missalyssasummons@healthcare.org,Email Typo,HealthcarePersonnel,Person228
227,cbc4740f-18f4-4db9-96b1-ce90ee75e67b,jobTitle,Urodynamics Technician,Urodynamics Techincian,Job Title Typo,HealthcarePersonnel,Person228
227,cbc4740f-18f4-4db9-96b1-ce90ee75e67b,birthDate,1984-10-29,29-10-1984,Birth Date Format Change,Person,Person228
228,116c00eb-243f-42b4-ab25-68c03c82b15f,email,rhondashelton@healthcare.org,,omission,HealthcarePersonnel,Person229
228,116c00eb-243f-42b4-ab25-68c03c82b15f,knowsLanguage,de,German,Language Representation Change,Person,Person229
228,116c00eb-243f-42b4-ab25-68c03c82b15f,birthDate,1984-03-23,23-03-1984,Birth Date Format Change,Person,Person229
228,116c00eb-243f-42b4-ab25-68c03c82b15f,email,rhondashelton@healthcare.org,rhondashllton@healthcare.org,Email Typo,HealthcarePersonnel,Person229
228,116c00eb-243f-42b4-ab25-68c03c82b15f,personName,Rhonda Shelton,R. Shelton,Name Abbreviation,Person,Person229
229,aa741eb5-e680-4802-b8cc-5cecda992d44,jobTitle,Gerontology Nurse,eGrontology Nurse,Job Title Typo,HealthcarePersonnel,Person230
229,aa741eb5-e680-4802-b8cc-5cecda992d44,birthDate,1991-12-30,,omission,Person,Person230
229,aa741eb5-e680-4802-b8cc-5cecda992d44,personName,Brenda Benton,B. Benton,Name Abbreviation,Person,Person230
229,aa741eb5-e680-4802-b8cc-5cecda992d44,birthDate,1991-12-30,30-12-1991,Birth Date Format Change,Person,Person230
230,93711ea7-d065-408a-8ea4-3229de21eb83,email,michellegutierrez@healthcare.org,michellegutierrmz@healthcare.org,Email Typo,HealthcarePersonnel,Person231
230,93711ea7-d065-408a-8ea4-3229de21eb83,jobTitle,Geriatrician,Geriatricina,Job Title Typo,HealthcarePersonnel,Person231
230,93711ea7-d065-408a-8ea4-3229de21eb83,birthDate,1973-02-08,,omission,Person,Person231
231,4b7132bb-1852-452e-a991-93ca562bed61,birthDate,1990-10-10,10-10-1990,Birth Date Format Change,Person,Person232
231,4b7132bb-1852-452e-a991-93ca562bed61,email,oscarchavez@healthcare.org,,omission,HealthcarePersonnel,Person232
231,4b7132bb-1852-452e-a991-93ca562bed61,personName,Oscar Chavez,O. Chavez,Name Abbreviation,Person,Person232
231,4b7132bb-1852-452e-a991-93ca562bed61,email,oscarchavez@healthcare.org,oscarcmavez@healthcare.org,Email Typo,HealthcarePersonnel,Person232
232,74fae37f-a1c2-49c5-9ad9-8fed600827bb,knowsLanguage,nl,,omission,Person,Person233
232,74fae37f-a1c2-49c5-9ad9-8fed600827bb,jobTitle,Medical Laboratory Scientist,MedicalnLaboratory Scientist,Job Title Typo,HealthcarePersonnel,Person233
