label,left_availableLanguage,left_contactType,left_email,left_faxNumber,left_telephone,right_availableLanguage,right_contactType,right_email,right_faxNumber,right_telephone
,"['nl', 'en']",Staff,Chan.Toxicologic@dept.healthcare.org,(0186) 180455,(089)-6304883,['de'],Referrals,LeePatton.Hematologic@dept.healthcare.de,(831)743-2871x79740,784-732-2007x2721
,['et'],Information,Daniel.Psychiatric@dept.healthcare.org,001-658-622-0693x123,001-944-984-5940x05165,"['de', 'en']",Staff,Newton.Dermatology@dept.healthcare.de,657-519-9209x1630,247-766-5676x30145
,"['nl', 'en']",Referrals,WilliamsWilliams.Dentistry@dept.healthcare.org,+31(0)96 6558627,+31(0)77-5923559,"['de', 'en']",Staff,Garcia.Primary@dept.healthcare.de,8263505589,416.261.9485
,['de'],Information,ReedFry.Optometric@dept.healthcare.org,(443)232-1659x744,+1-530-330-4080x58378,['de'],Information,Guerrero.Rheumatologic@dept.healthcare.de,(925)213-1356x2211,001-237-869-9643
,"['nl', 'en']",Referrals,ValenciaThomas.Endocrine@dept.healthcare.org,(058)-7351419,(041) 0559302,"['et', 'en']",hÃ¤daolukord,Bishop.Endocrine@dept.healthcare.org,733.591.6805x084,(676)411-4213x94209
,['de'],Appointments,LeePatton.Dermatology@dept.healthcare.org,209-363-4597x2938,(563)742-8996x132,['de'],Referrals,LeePatton.Hematologic@dept.healthcare.de,(831)743-2871x79740,784-732-2007x2721
,['nl'],Information,ValenciaThomas.Infectious@dept.healthcare.org,(0103) 079567,+31(0)050 475929,['nl'],Algemene vragen,Riggs@healthcare.org,+31448 518321,+31(0)714-543910
,['et'],Information,Daniel.Dentistry@dept.healthcare.org,(203)528-0312,507-800-2072,['et'],Appointments,Gree.Diet@dept.healthcare.org,+1-847-979-5417x21848,+1-402-781-6459x305
,"['de', 'en']",Staff,Guerrero.Physiotherapy@dept.healthcare.org,+1-540-271-5120,356.276.1728,"['de', 'en']",Allgemeine Anfragen,Guerrero@healthcare.org,+1-714-487-8674x238,(227)990-6196x5387
,['de'],Appointments,LeePatton.Dermatology@dept.healthcare.org,209-363-4597x2938,(563)742-8996x132,['de'],Administrative,Cook@healthcare.de,(937)569-1448x5809,(869)551-6637
,['de'],Appointments,Guerrero.Public@dept.healthcare.org,(289)805-1688,442-706-5159x5631,"['de', 'en']",Allgemeine Anfragen,Guerrero@healthcare.org,+1-714-487-8674x238,(227)990-6196x5387
,"['et', 'en']",Referrals,Carter.Cardiovascular@dept.healthcare.org,+1-599-929-2658x8335,279.871.5682,"['de', 'en']",Staff,Smith.Rheumatloogic@dept.healthcare.org,+1-607-584-5704x04432,731-869-9906
,"['et', 'en']",Referrals,Carter.Cardiovascular@dept.healthcare.org,+1-599-929-2658x8335,279.871.5682,['et'],General Inquiries,Green@healthcare.et,275.615.9179x533,886-684-8339
,"['de', 'en']",Referrals,Cook.Anesthesia@dept.healthcare.org,220-594-6820x8668,+1-981-413-7263x57452,['de'],Referrals,GibbsReese.Iwnfectious@dept.healthcare.org,(674)609-2621,339.362.3101
,"['et', 'en']",Referrals,Mathis.Toxicologic@dept.healthcare.org,(532)537-9645x24465,538.395.0218x13265,"['nl', 'en']",Referrals,SantanaShaw.Rheumatologic@dept.healthcare.nl,(0834)-606772,+31(0)02 0865150
,"['de', 'en']",Staff,Newton.Dermatology@dept.healthcare.org,657-519-9209x1630,247-766-5676x30145,"['nl', 'en']",Information,FaulknerHoward.Speech@dept.healthcare.nl,(045) 8771652,(082) 4906649
,"['de', 'en']",Information,LeePatton.Infectious@dept.healthcare.org,(515)498-3601,001-366-736-9526x455,"['de', 'en']",Information,LeePatton.Infectious@dept.healthcare.org,(515)498-3601,001-366-736-9526x455
,['et'],Appointments,Arnold.Geriatric@dept.healthcare.org,287-722-8674,001-571-361-8056,"['et', 'en']",teave,Mathis.Primary@dept.healthcare.org,+1-715-440-4006x5079,913-765-4098
,['et'],Staff,LongMartinez.Primary@dept.healthcare.org,286.250.6068,819.719.8417,"['nl', 'en']",Information,WilliamsWilliams.Gastroenterologic@dept.healthcare.nl,0530-539813,(054)-1527076
,['de'],Emergency,Baker.Anesthesia@dept.healthcare.org,(786)610-0132,001-229-863-8942x09877,"['et', 'en']",Information,Austin.Rheumatologic@dept.healthcare.et,(853)964-3273x56003,651-245-5602x2960
,['nl'],Emergency,Chan.Gastroenterologic@dept.healthcare.org,+31(0)639-636510,+31(0)40-3753150,['et'],Appointments,Gree.Diet@dept.healthcare.org,+1-847-979-5417x21848,+1-402-781-6459x305
,"['de', 'en']",General Inquiries,Williams@healthcare.org,(224)255-5159,(690)297-7658x236,"['de', 'en']",Staff,Smith.Rheumatloogic@dept.healthcare.org,+1-607-584-5704x04432,731-869-9906
,['de'],Appointments,Smith.Primary@dept.healthcare.org,925-477-8162,243.280.8708,['de'],Referrals,Williams.Gastroenterologic@dept.healthcare.de,(911)667-2598x393,5807119229
,['de'],Referrals,Obrien.Diet@dept.healthcare.org,+1-675-496-3345,+1-432-267-7778x59022,['et'],Emergency,Green.Repsiratory@dept.healthcare.org,742.994.3126x2390,544.622.9322
,"['et', 'en']",Referrals,Mathis.Toxicologic@dept.healthcare.org,(532)537-9645x24465,538.395.0218x13265,['de'],Abrechnung,Smith@healthcare.org,4353574485,001-604-450-9322x7175
,"['de', 'en']",Referrals,Johnson.Gynecologic@dept.healthcare.org,(704)280-9843x0781,+1-684-878-6942,"['nl', 'en']",personeel,BuckBurke.Laboratory@dept.healthcare.org,+31610-043398,0565-447879
,"['nl', 'en']",Appointments,Riggs.Emergency@dept.healthcare.org,027-6331162,010 4402155,['de'],Ãberweisungen,Johnson.Rheumatologic@dept.healthcare.org,957-952-6620x65098,(767)407-7108
,"['et', 'en']",Staff,Bishop.Plastic@dept.healthcare.org,001-264-815-9757x8939,588.804.1578x19735,['et'],suunamine,Brady.Gastroenterologic@dept.healthcare.org,(449)232-8774x711,001-999-641-5126
,"['de', 'en']",Information,Obrien.Geriatric@dept.healthcare.org,2518578223,680.695.9773x931,['et'],Staff,Arrnold.Dermatology@dept.healthcare.org,+1-286-771-2721x647,799.475.4308x95127
,"['de', 'en']",Referrals,Johnson.Gynecologic@dept.healthcare.org,(704)280-9843x0781,+1-684-878-6942,['de'],Staff,Baker.Urologic@dept.healthcare.de,(233)265-2900,(629)875-5172x249
,['de'],Information,Baker.Podiatric@dept.healthcare.org,278-400-1316,993-475-1775x08313,['et'],General Inquiries,Braady@healthcare.org,610-587-3176,547.779.3615x34926
,"['de', 'en']",Emergency,Smith.Midwifery@dept.healthcare.org,001-688-531-1568,001-868-851-8970x3860,"['de', 'en']",Appointments,Smith.Speech@dept.healthcare.de,815-467-9103x12707,891.719.2729x010
,"['de', 'en']",Appointments,Smith.Community@dept.healthcare.org,(990)864-4884,(368)683-7733,['nl'],het factureren,ValenciaThomas@healthcare.org,(035)-5645641,(054)-6921658
,"['nl', 'en']",Referrals,Lam.Urologic@dept.healthcare.org,+31(0)840-500035,+31(0)888 996052,['et'],ametisse nimetamine,Bishop.Pathology@dept.healthcare.org,337-222-1289,001-227-419-5814x380
,['nl'],Emergency,FaulknerHoward.Rheumatologic@dept.healthcare.org,+31(0)11-9752436,0388-571688,['de'],Administrative,Cook@healthcare.de,(937)569-1448x5809,(869)551-6637
,['de'],Information,Williams.Toxicologic@dept.healthcare.org,779-474-3605,381-716-0035x63569,['de'],Referrals,GibbsReese.Iwnfectious@dept.healthcare.org,(674)609-2621,339.362.3101
,['et'],Billing,Bishop@healthcare.org,(231)226-7835,+1-945-373-2585x7675,"['de', 'en']",Appointments,Obrien.RRadiography@dept.healthcare.org,460-529-6419x417,2026010750
,['de'],Appointments,Smith.Primary@dept.healthcare.org,925-477-8162,243.280.8708,"['de', 'en']",Appointments,Guerrero.Toxiclogic@dept.healthcare.org,653-707-5799x3855,278.430.0803x602
,['de'],Staff,ReedFry.Dermatology@dept.healthcare.org,001-270-498-4558x306,001-651-735-9834,"['de', 'en']",Information,Obrien.Geriatric@dept.healthcare.de,2518578223,680.695.9773x931
,"['nl', 'en']",Referrals,Nash.Gastroenterologic@dept.healthcare.org,+31(0)082 111913,0090 292719,"['de', 'en']",Billing,Garia@healthcare.org,524.492.6947x11801,+1-768-275-7738x93055
,"['de', 'en']",Referrals,Johnson.Gynecologic@dept.healthcare.org,(704)280-9843x0781,+1-684-878-6942,"['et', 'en']",hÃ¤daolukord,Bishop.Endocrine@dept.healthcare.org,733.591.6805x084,(676)411-4213x94209
,['nl'],Referrals,Nash.Nursing@dept.healthcare.org,041 5604324,053 6068424,"['de', 'en']",Information,LopezKey.Midwdifery@dept.healthcare.org,345-327-5051,4776198027
,['et'],Information,Daniel.Dentistry@dept.healthcare.org,(203)528-0312,507-800-2072,['de'],Staff,Garcia.Midwifery@dept.healthcare.de,001-224-907-5758x349,(825)518-9729
,['de'],Information,Garcia.Podiatric@dept.healthcare.org,(629)287-1395,672.893.9656,"['de', 'en']",Appointments,ReedFry.Endocrine@dept.healthcare.de,797.626.1494x025,+1-274-335-9196
,['nl'],Information,Lam.Gynecologic@dept.healthcare.org,(061)-5012116,0411 389532,"['de', 'en']",Staff,Newton.Dermatology@dept.healthcare.de,657-519-9209x1630,247-766-5676x30145
,"['de', 'en']",Information,ReedFry.Radiography@dept.healthcare.org,(538)271-1821x53945,(834)636-1216x51002,"['de', 'en']",Billing,Garia@healthcare.org,524.492.6947x11801,+1-768-275-7738x93055
,"['et', 'en']",Information,Arnold.Obstetric@dept.healthcare.org,+1-222-594-2249,+1-514-546-9752x519,['de'],Appointments,Cook.Endocrine@dept.healthcare.de,508-546-0002,001-408-652-2873x3602
,['de'],Referrals,LopezKey.Primary@dept.healthcare.org,001-510-232-5689x56360,(601)580-2105,"['et', 'en']",hÃ¤daolukord,Arnold.Speech@dept.healthcare.org,633-885-3094x4978,563.621.3624x987
,['de'],Emergency,Williams.Gastroenterologic@dept.healthcare.org,319-438-1357,(844)892-6012,"['de', 'en']",Referrals,LeePatton.Pahtology@dept.healthcare.org,(667)512-4257,+1-709-625-5689x829
,"['nl', 'en']",Appointments,PriceRobinson.Obstetric@dept.healthcare.org,0879 859362,(031)-9509423,['nl'],noodgeval,Chan.Gastroenterologic@dept.healthcare.org,+31(0)639-636510,+31(0)40-3753150
,"['et', 'en']",Information,Bishop.Otolaryngologic@dept.healthcare.org,+1-223-450-5181x3575,262.804.0716,['nl'],General Inquiries,Lam@healthcare.nl,+31(0)33-4088601,(0844)-301912
,"['de', 'en']",Emergency,Smith.Pulmonary@dept.healthcare.org,001-729-457-2827,+1-910-395-3515x25390,['de'],Referrals,Cook.Urologic@dept.healthcare.de,001-422-797-1434,001-352-890-0420
,['nl'],Emergency,Chan.Diet@dept.healthcare.org,+3146 3195626,(0953) 248826,"['de', 'en']",Information,LopezKey.Midwdifery@dept.healthcare.org,345-327-5051,4776198027
,"['de', 'en']",Information,Guerrero.Dermatology@dept.healthcare.org,001-401-487-4899x431,(654)801-0577x23112,['nl'],verwijzingen,Nash.Nursing@dept.healthcare.org,041 5604324,053 6068424
,"['nl', 'en']",Referrals,Nash.Neurologic@dept.healthcare.org,+31(0)67-3412904,+31(0)903-976622,"['et', 'en']",Referrals,Carter.Optometric@dept.healthcare.et,294-440-9541x0907,518.996.4982x3071
,"['et', 'en']",Referrals,Garrett.Podiatric@dept.healthcare.org,364-678-0347x103,936.734.8282,"['nl', 'en']",Referrals,ValenciaThomas.Endocrine@dept.healthcare.nl,(058)-7351419,(041) 0559302
,"['nl', 'en']",Emergency,Lam.Gynecologic@dept.healthcare.org,0481-166815,+3177-0494329,['de'],Appointments,Williams.Emergency@dept.healthcare.de,(894)778-0476x370,713-613-7306
,['de'],Staff,ReedFry.Dermatology@dept.healthcare.org,001-270-498-4558x306,001-651-735-9834,"['et', 'en']",hÃ¤daolukord,Bishop.Endocrine@dept.healthcare.org,733.591.6805x084,(676)411-4213x94209
,['et'],Staff,Carter.Urologic@dept.healthcare.org,9387443171,426.623.0577x154,['nl'],het factureren,ValenciaThomas@healthcare.org,(035)-5645641,(054)-6921658
,"['nl', 'en']",Information,Chan.Endocrine@dept.healthcare.org,074-3882542,+31(0)38 7027910,['nl'],noodgeval,Chan.Gastroenterologic@dept.healthcare.org,+31(0)639-636510,+31(0)40-3753150
,['de'],Information,Baker.Podiatric@dept.healthcare.org,278-400-1316,993-475-1775x08313,['de'],Referrals,Garcgia.Public@dept.healthcare.org,5768910649,+1-752-463-3297x96930
,['de'],Appointments,Cook.Endocrine@dept.healthcare.org,508-546-0002,001-408-652-2873x3602,['et'],Information,Fisher.Gzenetic@dept.healthcare.org,5434557439,695.588.1376x68944
,"['de', 'en']",Staff,Guerrero.Physiotherapy@dept.healthcare.org,+1-540-271-5120,356.276.1728,"['de', 'en']",Emergency,Bakerr.Cardiovascular@dept.healthcare.org,+1-347-793-9685x69840,(910)368-8779x391
,"['et', 'en']",Referrals,Brady.Endocrine@dept.healthcare.org,001-900-504-7180,347.571.9451x65015,"['nl', 'en']",Appointments,PriceRobinson.Musculoskeletal@dept.healthcare.nl,+31(0)095-224292,032 1567698
,['de'],Billing,Smith@healthcare.org,+1-287-409-1662,+1-862-637-6254x25660,"['et', 'en']",ametisse nimetamine,Brady.Toxicologic@dept.healthcare.org,553-308-3780x650,9047689415
,"['et', 'en']",Appointments,Green.Genetic@dept.healthcare.org,001-374-244-3600,+1-407-382-8239,"['de', 'en']",Appointments,Johnson.Cardiovascular@dept.healthcare.de,+1-577-817-7002x6210,001-239-652-6514x45185
,['de'],Appointments,Garcia.Anesthesia@dept.healthcare.org,+1-208-361-6405x0051,9987000694,"['de', 'en']",Staff,Garcia.Primary@dept.healthcare.de,8263505589,416.261.9485
,"['et', 'en']",Information,Mathis.Laboratory@dept.healthcare.org,001-691-983-8727x95321,516.929.9513,"['de', 'en']",Emergency,Bakerr.Cardiovascular@dept.healthcare.org,+1-347-793-9685x69840,(910)368-8779x391
,"['de', 'en']",Emergency,Obrien.Nursing@dept.healthcare.org,323.303.3837x25660,654-421-5099x63625,['de'],Information,Williams.Toxicologic@dept.healthcare.de,779-474-3605,381-716-0035x63569
,"['de', 'en']",Staff,ReedFry.Neurologic@dept.healthcare.org,(454)262-6764x3430,501.828.4795x741,['de'],Appointments,Cook.Primary@dept.healthcare.de,696-231-6937x983,355.597.6288x1867
,"['et', 'en']",Information,Carter.Pulmonary@dept.healthcare.org,001-346-443-2133x440,491.388.2159,"['de', 'en']",Appointments,Guerrero.Toxiclogic@dept.healthcare.org,653-707-5799x3855,278.430.0803x602
,['et'],Staff,Carter.Urologic@dept.healthcare.org,9387443171,426.623.0577x154,"['de', 'en']",Emergency,Willliams.Public@dept.healthcare.org,+1-801-626-6923x81006,369.274.0297
,['de'],Administrative,Cook@healthcare.org,(937)569-1448x5809,(869)551-6637,['et'],Information,Daniel.Dentistry@dept.healthcare.et,(203)528-0312,507-800-2072
,"['nl', 'en']",Appointments,FaulknerHoward.Midwifery@dept.healthcare.org,(0695) 410390,(046)-8811970,"['de', 'en']",Information,LeePatton.Infectious@dept.healthcare.org,(515)498-3601,001-366-736-9526x455
,['de'],Staff,Newton.Podiatric@dept.healthcare.org,(615)203-8619x181,(399)510-6064x458,['nl'],Information,SantanSahaw.Primary@dept.healthcare.org,+3122 5638455,048-5521781
,['nl'],Staff,PriceRobinson.Dentistry@dept.healthcare.org,009 5894508,0257 193634,['de'],Referrals,Obrimen.Diet@dept.healthcare.org,+1-675-496-3345,+1-432-267-7778x59022
,['nl'],Information,SantanaShaw.Surgical@dept.healthcare.org,+31(0)203-943740,034 8340854,['nl'],noodgeval,Chan.Diet@dept.healthcare.org,+3146 3195626,(0953) 248826
,"['nl', 'en']",Appointments,Chan.Rheumatologic@dept.healthcare.org,0759-981290,+31(0)73 0808776,['nl'],Information,ValenciaThomas.Public@dept.healthcare.nl,+3160-6655565,(020) 6208561
,"['de', 'en']",Appointments,Guerrero.Toxicologic@dept.healthcare.org,653-707-5799x3855,278.430.0803x602,['de'],Ãberweisungen,Obrien.Gastroenterologic@dept.healthcare.org,+1-754-412-2438x90681,325.313.9825x177
,['et'],Information,Daniel.Dentistry@dept.healthcare.org,(203)528-0312,507-800-2072,['et'],suunamine,Daniel.Primary@dept.healthcare.org,9322973887,688.430.5334x4664
,['et'],Referrals,Brady.Musculoskeletal@dept.healthcare.org,207.723.5310x6769,654-695-1507x9259,['de'],Appointments,Smith.Speech@dept.healthcare.de,313-281-1819,+1-916-238-0262x16583
